inn,year,revenue,clear_profit,taxes,interest,ebit
7702066809,2021,77319.0,1045.0,-263.0,77.0,859.0
7714863020,2024,111272.0,12346.0,-5128.0,1033.0,8251.0
7714863020,2023,69055.0,5185.0,-1473.0,84.0,3796.0
7714863020,2022,198385.0,7537.0,-1723.0,0.0,5814.0
7714863020,2021,39960.0,1679.0,-595.0,65.0,1149.0
7814027004,2024,46839.0,0.0,0.0,0.0,0.0
7814027004,2023,226298.0,803.0,201.0,5710.0,6714.0
7814027004,2022,399609.0,12025.0,3006.0,7271.0,22302.0
7814027004,2021,186651.0,8.0,2.0,0.0,10.0
6315336069,2024,2758.0,-4855.0,1555.0,597.0,-2703.0
6315336069,2023,312052.0,2294.0,-1042.0,11965.0,13217.0
6315336069,2022,1036535.0,3844.0,-1317.0,32210.0,34737.0
6315336069,2021,1200975.0,10667.0,-2844.0,8009.0,15832.0
5025012896,2024,0.0,42263.0,-11270.0,0.0,30993.0
5025012896,2023,1353.0,101402.0,-25742.0,45.0,75705.0
5025012896,2022,4312.0,30347.0,-13958.0,737.0,17126.0
5025012896,2021,937.0,56477.0,-23152.0,6523.0,39848.0
3123040930,2024,46761.0,6548.0,-2926.0,0.0,3622.0
3123040930,2023,222337.0,14058.0,-14848.0,0.0,-790.0
3123040930,2022,4987.0,1445.0,-1113.0,0.0,332.0
3123040930,2021,149060.0,6192.0,-6785.0,0.0,-593.0
7714046959,2024,80532.0,210533.0,719254.0,547475.0,1477262.0
7714046959,2023,174384.0,-197226.0,36902.0,416342.0,256018.0
7714046959,2022,51080.0,-484114.0,94104.0,458727.0,68717.0
7714046959,2021,462493.0,-105228.0,43058.0,327641.0,265471.0
5263001814,2024,98400.0,317.0,-210.0,0.0,107.0
5263001814,2023,88392.0,180.0,-177.0,0.0,3.0
5263001814,2022,49923.0,157.0,-123.0,0.0,34.0
5263001814,2021,117318.0,283.0,-382.0,0.0,-99.0
6450042805,2024,416593.0,209.0,-1429.0,0.0,-1220.0
6450042805,2023,225684.0,1628.0,-196.0,0.0,1432.0
6450042805,2022,104839.0,1526.0,-383.0,0.0,1143.0
6450042805,2021,3493.0,351.0,-89.0,0.0,262.0
2466000401,2024,22213.0,-17223.0,-18514.0,0.0,-35737.0
2466000401,2023,37878.0,-1874.0,-388.0,0.0,-2262.0
2466000401,2022,50728.0,-24430.0,3993.0,0.0,-20437.0
2466000401,2021,54855.0,-21870.0,5387.0,0.0,-16483.0
3728001189,2024,903484.0,111332.0,-53696.0,88743.0,146379.0
3728001189,2023,1192868.0,162439.0,-46378.0,96741.0,212802.0
3728001189,2022,1624946.0,487941.0,-123593.0,103483.0,467831.0
3728001189,2021,1919997.0,631217.0,-155332.0,135026.0,610911.0
6013000288,2024,8771.0,-4090.0,244.0,0.0,-3846.0
6013000288,2023,8923.0,-7006.0,390.0,0.0,-6616.0
6013000288,2022,14397.0,802.0,543.0,0.0,1345.0
6013000288,2021,8585.0,1372.0,-259.0,0.0,1113.0
6670160730,2024,1520188.0,13271.0,-3647.0,0.0,9624.0
6670160730,2023,1214657.0,9787.0,-2818.0,0.0,6969.0
6670160730,2022,1150122.0,15417.0,-4199.0,0.0,11218.0
6670160730,2021,1179011.0,21402.0,-5712.0,0.0,15690.0
4006002065,2024,15040.0,-1416.0,0.0,0.0,-1416.0
4006002065,2023,18633.0,1518.0,0.0,0.0,1518.0
4006002065,2022,12262.0,1675.0,0.0,0.0,1675.0
4006002065,2021,13986.0,475.0,0.0,0.0,475.0
7733799210,2024,124245.0,2297.0,3248.0,0.0,5545.0
7733799210,2023,162470.0,12267.0,3296.0,0.0,15563.0
7733799210,2022,163760.0,9454.0,-1619.0,0.0,7835.0
7733799210,2021,135884.0,5257.0,-1674.0,0.0,3583.0
1653008582,2024,34835.0,-1933.0,1979.0,29.0,75.0
1653008582,2023,98207.0,-1013.0,-196.0,0.0,-1209.0
1653008582,2022,19784.0,-24601.0,555.0,0.0,-24046.0
1653008582,2021,23002.0,-37332.0,-53.0,0.0,-37385.0
6517004027,2024,9022.0,-1541.0,0.0,0.0,-1541.0
6517004027,2023,23187.0,-1856.0,0.0,0.0,-1856.0
6517004027,2022,24541.0,-5773.0,0.0,563.0,-5210.0
6517004027,2021,65038.0,-9219.0,0.0,2612.0,-6607.0
2528000926,2024,34778.0,-463.0,0.0,0.0,-463.0
2528000926,2023,41504.0,-1573.0,-415.0,0.0,-1988.0
2528000926,2022,48581.0,2323.0,-485.0,0.0,1838.0
2528000926,2021,39036.0,1283.0,-281.0,0.0,1002.0
7705585440,2024,77418.0,1847.0,-462.0,0.0,1385.0
7705585440,2023,126884.0,2421.0,-605.0,0.0,1816.0
7705585440,2022,133789.0,3266.0,-817.0,0.0,2449.0
7705585440,2021,46126.0,380.0,-95.0,0.0,285.0
7720725959,2024,12550.0,4519.0,-1132.0,2154.0,5541.0
7720725959,2023,0.0,22.0,-3.0,1664.0,1683.0
7720725959,2022,26256.0,4940.0,-1098.0,3715.0,7557.0
7720725959,2021,13064.0,94.0,-25.0,412.0,481.0
7719243661,2024,162736.0,2473.0,-817.0,0.0,1656.0
7719243661,2023,67865.0,4.0,-86.0,0.0,-82.0
7719243661,2022,55908.0,9.0,-42.0,0.0,-33.0
7719243661,2021,85761.0,1513.0,-389.0,0.0,1124.0
7720019008,2024,96507.0,-7659.0,2516.0,0.0,-5143.0
7720019008,2023,79957.0,-27131.0,6508.0,0.0,-20623.0
7720019008,2022,41916.0,-889.0,168.0,0.0,-721.0
7720019008,2021,52340.0,2851.0,-730.0,0.0,2121.0
3906034170,2024,16419.0,535.0,0.0,0.0,535.0
3906034170,2023,14316.0,403.0,0.0,0.0,403.0
3906034170,2022,14222.0,-451.0,0.0,0.0,-451.0
3906034170,2021,13005.0,-318.0,0.0,0.0,-318.0
7714406538,2023,249511.0,-19920.0,3077.0,3012.0,-13831.0
7714406538,2022,433034.0,2042.0,-1813.0,1694.0,1923.0
7714406538,2021,366471.0,44.0,-1520.0,0.0,-1476.0
5534008911,2024,20210.0,333.0,-305.0,0.0,28.0
5534008911,2023,24232.0,299.0,-143.0,0.0,156.0
5534008911,2022,34223.0,694.0,-205.0,0.0,489.0
5534008911,2021,35662.0,778.0,-214.0,0.0,564.0
3903008430,2024,54410.0,2840.0,0.0,0.0,2840.0
3903008430,2023,52083.0,3369.0,0.0,0.0,3369.0
3903008430,2022,79198.0,8889.0,0.0,0.0,8889.0
3903008430,2021,21135.0,1268.0,0.0,0.0,1268.0
4023002467,2025,536010.0,591.0,-459.0,7764.0,7896.0
4023002467,2024,506528.0,7713.0,-5942.0,7556.0,9327.0
4023002467,2023,550004.0,3796.0,-2312.0,2556.0,4040.0
4023002467,2022,393791.0,885.0,9448.0,2789.0,13122.0
4023002467,2021,470880.0,1759.0,-909.0,4075.0,4925.0
7719258347,2024,0.0,-2070.0,0.0,0.0,-2070.0
7719258347,2023,9594.0,127.0,-37.0,0.0,90.0
7719258347,2022,53920.0,628.0,-167.0,0.0,461.0
7719258347,2021,78811.0,1305.0,-345.0,0.0,960.0
7729655368,2022,8314.0,-588.0,27.0,273.0,-288.0
7729655368,2021,146575.0,347.0,-409.0,75.0,13.0
7604156684,2025,0.0,-257.0,0.0,0.0,-257.0
7604156684,2024,0.0,-442.0,0.0,0.0,-442.0
7604156684,2023,0.0,-646.0,0.0,0.0,-646.0
7604156684,2022,81338.0,-10161.0,220.0,0.0,-9941.0
7604156684,2021,113380.0,-4440.0,1376.0,0.0,-3064.0
7017334036,2024,2682122.0,93020.0,-24594.0,601.0,69027.0
7017334036,2023,1766557.0,43596.0,-12061.0,4952.0,36487.0
7017334036,2022,1120706.0,54110.0,-14590.0,1736.0,41256.0
7017334036,2021,751496.0,68586.0,-17820.0,3528.0,54294.0
9701004970,2024,1394181.0,-13213.0,651.0,11035.0,-1527.0
9701004970,2023,1534289.0,2181.0,-554.0,8685.0,10312.0
9701004970,2022,1124718.0,655.0,-2180.0,4111.0,2586.0
9701004970,2021,939184.0,5.0,-361.0,7013.0,6657.0
6228038066,2024,6271.0,0.0,-15.0,0.0,-15.0
6228038066,2023,47267.0,150.0,-36.0,0.0,114.0
6228038066,2022,247949.0,879.0,-219.0,0.0,660.0
6228038066,2021,385223.0,3205.0,-810.0,0.0,2395.0
3627008639,2024,795566.0,351.0,-821.0,0.0,-470.0
3627008639,2023,375932.0,652.0,-1617.0,2574.0,1609.0
3627008639,2022,202177.0,455.0,-559.0,3988.0,3884.0
3627008639,2021,177863.0,585.0,-477.0,2409.0,2517.0
6312040240,2024,1356420.0,-52053.0,0.0,9822.0,-42231.0
6312040240,2023,16936.0,-23993.0,0.0,14660.0,-9333.0
6312040240,2022,94504.0,2.0,-1.0,28297.0,28298.0
6312040240,2021,183001.0,114.0,-1.0,36568.0,36681.0
2311011320,2024,635033.0,75941.0,-20201.0,7521.0,63261.0
2311011320,2023,1277064.0,131975.0,-33026.0,31164.0,130113.0
2311011320,2022,1652665.0,85581.0,-21992.0,51223.0,114812.0
2311011320,2021,2385238.0,31177.0,-13494.0,34267.0,51950.0
5029014809,2024,242246.0,172.0,0.0,46674.0,46846.0
5029014809,2023,83324.0,-24532.0,0.0,14362.0,-10170.0
5029014809,2022,66140.0,565.0,0.0,5399.0,5964.0
5029014809,2021,58821.0,-53511.0,0.0,2554.0,-50957.0
9102046280,2024,46047.0,1150.0,-691.0,0.0,459.0
9102046280,2023,49610.0,-900.0,-485.0,0.0,-1385.0
9102046280,2022,48228.0,-1102.0,-173.0,0.0,-1275.0
9102046280,2021,49851.0,3007.0,-1860.0,0.0,1147.0
2304016990,2024,754537.0,83156.0,-27409.0,0.0,55747.0
2304016990,2023,718195.0,55532.0,-14626.0,0.0,40906.0
2304016990,2022,404889.0,3270.0,-1231.0,0.0,2039.0
2304016990,2021,372993.0,1201.0,-819.0,0.0,382.0
3128065293,2024,144449.0,13922.0,-3306.0,1313.0,11929.0
3128065293,2023,140260.0,5398.0,-363.0,1613.0,6648.0
3128065293,2022,180648.0,9952.0,-2846.0,802.0,7908.0
3128065293,2021,163419.0,8487.0,-2380.0,1260.0,7367.0
7414000992,2024,135749.0,370.0,-5381.0,13890.0,8879.0
7414000992,2023,121737.0,5498.0,-3959.0,0.0,1539.0
7414000992,2022,90819.0,912.0,-3750.0,0.0,-2838.0
7414000992,2021,115932.0,15652.0,-492.0,-166.0,14994.0
541000015,2024,16745.0,5121.0,-208.0,169.0,5082.0
541000015,2023,46626.0,9545.0,-230.0,25.0,9340.0
541000015,2022,69215.0,5541.0,-322.0,103.0,5322.0
541000015,2021,24887.0,611.0,-71.0,217.0,757.0
3663001942,2024,909614.0,2225.0,-2153.0,22816.0,22888.0
3663001942,2023,1047281.0,21666.0,-5549.0,30943.0,47060.0
3663001942,2022,808204.0,18987.0,-2464.0,45742.0,62265.0
3663001942,2021,688247.0,11072.0,-1242.0,2543.0,12373.0
2108002261,2024,3851.0,-156.0,0.0,0.0,-156.0
2108002261,2023,24395.0,-3702.0,0.0,0.0,-3702.0
2108002261,2022,0.0,-5.0,0.0,0.0,-5.0
2108002261,2021,0.0,18.0,0.0,0.0,18.0
7710478789,2024,200509.0,-170034.0,-20972.0,3446.0,-187560.0
7710478789,2023,186438.0,-5564.0,-14118.0,7896.0,-11786.0
7710478789,2022,172025.0,-22605.0,-6880.0,21720.0,-7765.0
7710478789,2021,156494.0,-56243.0,-5756.0,26126.0,-35873.0
7736565404,2024,207578.0,-120705.0,0.0,154266.0,33561.0
7736565404,2023,246777.0,-58345.0,0.0,145437.0,87092.0
7736565404,2022,253642.0,10521.0,-9952.0,53693.0,54262.0
7736565404,2021,265963.0,52175.0,-20588.0,83771.0,115358.0
8003021109,2024,11466.0,299.0,-132.0,0.0,167.0
8003021109,2023,9396.0,904.0,-160.0,0.0,744.0
8003021109,2022,7966.0,34.0,-6.0,0.0,28.0
8003021109,2021,8297.0,-2153.0,-86.0,0.0,-2239.0
1830000270,2024,228166.0,54387.0,-19887.0,0.0,34500.0
1830000270,2023,316699.0,43057.0,-10823.0,0.0,32234.0
1830000270,2022,432226.0,18023.0,-3834.0,0.0,14189.0
1830000270,2021,418755.0,10687.0,-2892.0,0.0,7795.0
1510008048,2024,162320.0,36354.0,0.0,0.0,36354.0
1510008048,2023,89893.0,37822.0,-9965.0,0.0,27857.0
1510008048,2022,193524.0,3817.0,-1140.0,0.0,2677.0
1510008048,2021,103870.0,218.0,-382.0,0.0,-164.0
5029022704,2024,60471.0,-29458.0,-2101.0,27317.0,-4242.0
5029022704,2023,45489.0,-50837.0,5563.0,24593.0,-20681.0
5029022704,2022,34633.0,-5636.0,347.0,21973.0,16684.0
5029022704,2021,187792.0,-18468.0,-1011.0,22233.0,2754.0
7830001839,2024,223682.0,275.0,76.0,48915.0,49266.0
7830001839,2023,1076840.0,584.0,-199.0,23089.0,23474.0
7830001839,2022,978274.0,151.0,-38.0,44853.0,44966.0
7830001839,2021,1662343.0,428.0,-877.0,5348.0,4899.0
5004000089,2024,21277.0,-28.0,-21.0,0.0,-49.0
5004000089,2023,22694.0,-19.0,-26.0,0.0,-45.0
5004000089,2022,24407.0,440.0,-156.0,0.0,284.0
5004000089,2021,23494.0,-3856.0,907.0,0.0,-2949.0
5005001110,2024,59709.0,-1710.0,-8.0,0.0,-1718.0
5005001110,2023,91728.0,456.0,-103.0,0.0,353.0
5005001110,2022,55255.0,32.0,-30.0,0.0,2.0
5005001110,2021,59037.0,-780.0,-68.0,0.0,-848.0
7704040517,2024,535615.0,-109578.0,-2417.0,0.0,-111995.0
7704040517,2023,1246657.0,52159.0,-13680.0,0.0,38479.0
7704040517,2022,330035.0,1170.0,-752.0,0.0,418.0
7704040517,2021,1098249.0,64753.0,-17103.0,0.0,47650.0
7731178063,2024,61603.0,-4301.0,3482.0,139.0,-680.0
7731178063,2023,286618.0,-80425.0,15860.0,171.0,-64394.0
7731178063,2022,1411818.0,316.0,-1192.0,513.0,-363.0
7731178063,2021,600141.0,-5847.0,-466.0,968.0,-5345.0
7709502155,2024,95331.0,9175.0,2882.0,0.0,12057.0
7709502155,2023,100202.0,6299.0,3019.0,0.0,9318.0
7709502155,2022,116564.0,9896.0,-3514.0,0.0,6382.0
7709502155,2021,59088.0,14421.0,-2034.0,0.0,12387.0
9715426146,2024,3247004.0,2206425.0,-555559.0,0.0,1650866.0
9715426146,2023,1717371.0,785040.0,-200747.0,0.0,584293.0
9715426146,2022,313184.0,130614.0,-32717.0,0.0,97897.0
1629003431,2024,21499.0,-2630.0,276.0,0.0,-2354.0
1629003431,2023,64277.0,8081.0,586.0,538.0,9205.0
1629003431,2022,31074.0,2573.0,329.0,0.0,2902.0
1629003431,2021,32679.0,121.0,376.0,0.0,497.0
7726065829,2024,112020.0,114.0,-73.0,1547.0,1588.0
7726065829,2023,97619.0,1495.0,287.0,1332.0,3114.0
7726065829,2022,265331.0,90.0,-477.0,401.0,14.0
7726065829,2021,304823.0,6208.0,-1697.0,424.0,4935.0
7719741321,2024,2797271.0,25306.0,-1190.0,61670.0,85786.0
7719741321,2023,1227501.0,7608.0,41156.0,32294.0,81058.0
7719741321,2022,1089389.0,44251.0,-13802.0,27204.0,57653.0
7719741321,2021,304886.0,5989.0,-3142.0,3742.0,6589.0
7802148357,2024,1813828.0,55578.0,-17188.0,1820.0,40210.0
7802148357,2023,731812.0,1035.0,-889.0,8366.0,8512.0
7802148357,2022,531607.0,1306.0,-934.0,13628.0,14000.0
7802148357,2021,290627.0,1017.0,-641.0,14479.0,14855.0
5260280790,2024,222283.0,107.0,-90.0,1002.0,1019.0
5260280790,2023,168195.0,260.0,-99.0,1809.0,1970.0
5260280790,2022,180012.0,32.0,-83.0,8.0,-43.0
5260280790,2021,78474.0,6072.0,-238.0,0.0,5834.0
7718874505,2024,256575.0,-45180.0,-321.0,1323.0,-44178.0
7718874505,2023,2242269.0,655615.0,-185389.0,3449.0,473675.0
7718874505,2022,254038.0,1879.0,-1943.0,1010.0,946.0
7718874505,2021,339959.0,2038.0,-502.0,514.0,2050.0
7710023855,2024,82968.0,68.0,-17.0,75.0,126.0
7710023855,2023,140296.0,378.0,-112.0,0.0,266.0
7710023855,2022,149114.0,42.0,-177.0,745.0,610.0
7710023855,2021,100970.0,22.0,-173.0,982.0,831.0
7202255830,2024,787562.0,176.0,-44.0,0.0,132.0
7202255830,2023,764552.0,923.0,-230.0,0.0,693.0
7202255830,2022,211486.0,581.0,-145.0,0.0,436.0
7202255830,2021,258303.0,122.0,-31.0,0.0,91.0
7805109540,2024,503738.0,-45519.0,0.0,0.0,-45519.0
7805109540,2023,886726.0,1013.0,-1624.0,0.0,-611.0
7805109540,2022,455293.0,1053.0,-1041.0,75.0,87.0
7805109540,2021,179065.0,3660.0,-966.0,31.0,2725.0
7813427641,2024,181318.0,849.0,-3975.0,15755.0,12629.0
7813427641,2023,390496.0,8875.0,-2532.0,8824.0,15167.0
7813427641,2022,578410.0,622.0,-5939.0,0.0,-5317.0
7813427641,2021,1395557.0,-4252.0,546.0,170.0,-3536.0
7806016873,2024,635184.0,5459.0,-2171.0,0.0,3288.0
7806016873,2023,565135.0,9929.0,-2837.0,0.0,7092.0
7806016873,2022,1578029.0,6313.0,-1836.0,644.0,5121.0
7806016873,2021,1973039.0,30988.0,-8396.0,25.0,22617.0
7815014022,2024,0.0,-5801.0,517.0,0.0,-5284.0
7815014022,2023,13180.0,-80.0,-234.0,0.0,-314.0
7815014022,2022,17176.0,-4237.0,983.0,0.0,-3254.0
7815014022,2021,177749.0,0.0,-120.0,0.0,-120.0
1655409759,2024,258.0,31.0,0.0,0.0,31.0
1655409759,2023,3456.0,165.0,0.0,0.0,165.0
1655409759,2022,228709.0,91.0,0.0,0.0,91.0
1655409759,2021,406440.0,534.0,0.0,0.0,534.0
